"","votereg","age","female","nohighschool","collegeorhigher","nonwhite","married","employed","republican","democrat","independent","partisanship","impeach"
"4027",1,70,1,0,0,0,1,0,0,1,0,"Democrat",1
"4028",1,56,1,0,1,1,1,0,0,0,1,"Independent",1
"4030",1,59,0,0,1,1,1,0,0,1,0,"Democrat",1
"4031",1,33,1,0,1,0,1,1,0,1,0,"Democrat",1
"4032",1,67,0,0,1,0,1,1,1,0,0,"Republican",0
"4033",1,81,0,0,0,0,1,0,1,0,0,"Republican",0
"4034",1,53,0,0,1,0,0,1,0,0,1,"Independent",1
"4035",1,42,0,0,0,0,0,0,1,0,0,"Republican",0
"4036",1,56,1,0,1,0,1,0,0,1,0,"Democrat",1
"4037",1,61,0,0,1,1,1,1,0,1,0,"Democrat",1
"4038",1,63,0,0,1,0,1,0,0,0,1,"Independent",0
"4039",1,73,0,0,1,1,1,1,0,0,1,"Independent",0
"4040",1,85,0,0,1,0,1,0,1,0,0,"Republican",0
"4041",1,58,0,0,1,0,1,1,0,0,1,"Independent",0
"4042",1,51,0,0,1,0,1,1,0,1,0,"Democrat",1
"4043",1,52,1,0,1,0,0,1,0,1,0,"Democrat",0
"4044",1,59,1,0,1,1,0,1,0,1,0,"Democrat",1
"4045",1,64,1,0,0,0,1,1,1,0,0,"Republican",0
"4046",1,38,0,0,1,0,1,1,0,1,0,"Democrat",1
"4047",1,65,1,0,1,1,0,1,0,1,0,"Democrat",1
"4048",1,53,0,0,1,1,0,0,0,1,0,"Democrat",1
"4049",1,52,1,0,1,0,1,0,0,1,0,"Democrat",1
"4050",1,71,1,0,1,1,1,0,0,0,1,"Independent",1
"4051",1,52,1,0,1,1,1,1,1,0,0,"Republican",1
"4052",1,28,1,0,0,0,1,1,1,0,0,"Republican",0
"4053",1,54,0,0,1,0,1,1,1,0,0,"Republican",0
"4054",0,59,1,0,1,0,0,0,0,0,1,"Independent",1
"4055",1,40,0,0,1,0,1,1,0,1,0,"Democrat",0
"4056",1,70,0,0,1,0,0,1,0,0,1,"Independent",0
"4057",1,31,1,0,1,0,1,0,1,0,0,"Republican",0
"4058",1,59,0,0,1,0,0,1,1,0,0,"Republican",0
"4059",1,69,1,0,1,0,0,0,0,0,1,"Independent",0
"4060",1,58,0,0,1,0,0,0,1,0,0,"Republican",0
"4063",1,61,1,0,1,0,0,1,0,1,0,"Democrat",1
"4064",1,69,1,0,1,0,1,0,1,0,0,"Republican",0
"4066",1,66,1,0,1,1,0,0,0,1,0,"Democrat",1
"4067",1,59,1,0,1,0,1,1,1,0,0,"Republican",0
"4069",1,59,0,0,0,0,1,1,1,0,0,"Republican",0
"4070",1,68,1,0,1,0,1,1,0,0,1,"Independent",0
"4071",1,58,0,0,1,0,1,0,0,0,1,"Independent",1
"4072",1,52,1,0,1,0,0,0,0,0,1,"Independent",1
"4073",1,33,1,0,1,0,0,1,0,1,0,"Democrat",1
"4074",1,61,1,0,1,0,0,1,0,1,0,"Democrat",1
"4075",1,70,0,0,0,1,1,0,0,0,1,"Independent",1
"4076",1,72,1,0,1,0,0,0,1,0,0,"Republican",0
"4077",1,50,1,0,1,1,0,0,0,1,0,"Democrat",1
"4078",0,40,1,0,1,0,1,0,0,0,1,"Independent",0
"4079",1,27,0,0,1,0,0,0,0,1,0,"Democrat",1
"4080",1,63,1,0,1,0,0,1,0,1,0,"Democrat",1
"4081",1,63,0,0,1,0,0,1,0,0,1,"Independent",1
"4082",1,60,1,0,1,0,1,1,0,1,0,"Democrat",1
"4084",1,86,0,0,1,1,0,0,0,0,1,"Independent",0
"4085",1,55,1,0,1,0,1,0,1,0,0,"Republican",0
"4086",1,58,0,0,1,0,0,1,1,0,0,"Republican",0
"4087",1,77,0,0,1,0,1,0,1,0,0,"Republican",0
"4088",1,59,0,0,1,0,0,0,0,0,1,"Independent",1
"4089",1,66,0,0,1,0,0,0,0,1,0,"Democrat",1
"4090",1,53,0,0,1,0,1,1,0,0,1,"Independent",0
"4092",1,71,1,0,1,1,0,0,0,0,1,"Independent",1
"4093",1,40,1,0,1,0,1,1,0,0,1,"Independent",1
"4094",1,54,1,0,1,1,0,1,0,1,0,"Democrat",1
"4095",1,52,1,0,1,1,1,1,0,1,0,"Democrat",1
"4096",1,74,0,0,1,1,1,1,0,0,1,"Independent",0
"4097",1,62,0,0,1,0,0,0,0,0,1,"Independent",0
"4098",1,73,1,0,1,0,1,0,0,0,1,"Independent",1
"4099",1,66,1,0,1,0,0,0,0,0,1,"Independent",1
"4100",1,70,1,0,1,1,0,0,0,1,0,"Democrat",1
"4101",1,71,0,0,0,0,1,0,1,0,0,"Republican",0
"4102",0,52,1,0,0,0,0,0,0,0,1,"Independent",0
"4103",1,64,0,0,1,0,1,0,1,0,0,"Republican",0
"4104",1,64,0,0,1,0,1,0,1,0,0,"Republican",0
"4105",1,66,1,0,1,0,1,0,0,1,0,"Democrat",1
"4106",1,73,1,0,1,0,1,0,0,1,0,"Democrat",1
"4108",1,55,1,0,1,1,1,0,0,1,0,"Democrat",1
"4109",1,56,0,0,1,1,1,0,0,0,1,"Independent",0
"4111",1,61,0,0,1,1,1,1,0,0,1,"Independent",0
"4112",1,76,0,0,1,0,1,0,1,0,0,"Republican",0
"4114",1,78,0,0,1,0,1,0,1,0,0,"Republican",0
"4115",1,50,1,0,1,0,1,1,1,0,0,"Republican",0
"4116",1,60,1,0,1,1,0,1,0,1,0,"Democrat",1
"4117",1,49,0,0,1,0,0,1,0,1,0,"Democrat",1
"4118",1,73,0,0,0,0,1,0,1,0,0,"Republican",0
"4120",1,74,0,0,1,0,1,0,0,0,1,"Independent",0
"4121",1,60,1,0,1,0,1,0,1,0,0,"Republican",0
"4122",1,64,0,0,1,0,1,1,1,0,0,"Republican",0
"4123",1,46,0,0,1,0,1,0,0,0,1,"Independent",0
"4124",1,68,0,0,1,0,1,1,1,0,0,"Republican",0
"4125",1,41,1,0,1,0,1,0,0,0,1,"Independent",1
"4126",1,48,1,0,1,0,0,0,0,0,1,"Independent",1
"4127",1,50,0,0,1,0,0,1,1,0,0,"Republican",0
"4128",1,59,1,0,1,0,1,1,1,0,0,"Republican",0
"4129",1,57,1,0,1,0,1,1,0,1,0,"Democrat",1
"4130",1,76,0,0,1,0,1,0,0,0,1,"Independent",1
"4132",1,71,0,0,1,1,1,0,1,0,0,"Republican",0
"4133",1,85,1,0,1,0,0,0,0,1,0,"Democrat",1
"4134",1,50,1,0,1,0,1,1,1,0,0,"Republican",0
"4135",1,26,1,0,1,0,1,1,0,1,0,"Democrat",1
"4136",1,72,0,0,1,0,1,0,0,0,1,"Independent",0
"4137",1,75,0,0,1,0,1,1,0,1,0,"Democrat",1
"4138",1,57,1,0,1,0,1,1,0,0,1,"Independent",1
"4139",1,64,0,0,1,0,1,1,1,0,0,"Republican",1
"4140",1,54,1,0,1,0,1,1,1,0,0,"Republican",0
"4141",1,72,0,0,1,0,1,0,0,1,0,"Democrat",1
"4142",1,44,0,0,1,0,0,0,0,1,0,"Democrat",0
"4143",1,80,1,0,1,0,1,0,1,0,0,"Republican",0
"4144",1,37,1,0,1,0,0,0,0,1,0,"Democrat",1
"4145",1,55,0,1,0,1,0,0,1,0,0,"Republican",0
"4146",1,66,1,0,1,1,1,0,1,0,0,"Republican",0
"4147",1,72,1,0,1,0,1,0,1,0,0,"Republican",0
"4148",1,52,1,0,1,0,0,0,0,1,0,"Democrat",1
"4150",1,79,1,0,1,0,1,0,1,0,0,"Republican",0
"4151",1,72,0,0,1,0,1,0,1,0,0,"Republican",0
"4152",1,67,0,0,1,0,0,0,1,0,0,"Republican",0
"4153",1,27,0,0,1,0,0,1,0,1,0,"Democrat",1
"4154",1,62,0,0,0,0,1,0,1,0,0,"Republican",0
"4155",1,81,1,0,1,0,0,0,1,0,0,"Republican",0
"4156",1,62,1,0,1,1,1,0,1,0,0,"Republican",0
"4157",1,47,0,0,1,0,1,0,1,0,0,"Republican",0
"4158",1,76,1,0,1,0,1,0,1,0,0,"Republican",0
"4159",1,60,1,0,1,0,1,1,0,1,0,"Democrat",0
"4160",1,48,1,0,1,0,1,0,0,1,0,"Democrat",1
"4161",1,73,0,0,1,0,0,0,1,0,0,"Republican",0
"4162",1,56,1,0,1,0,1,1,0,1,0,"Democrat",1
"4163",1,57,1,0,1,0,0,1,0,0,1,"Independent",1
"4164",1,62,0,0,1,0,1,1,0,1,0,"Democrat",1
"4165",1,71,1,0,1,1,0,0,1,0,0,"Republican",0
"4166",1,59,0,0,1,0,1,1,1,0,0,"Republican",0
"4167",1,63,0,0,1,1,1,1,1,0,0,"Republican",0
"4170",1,60,0,0,1,1,1,0,0,1,0,"Democrat",1
"4171",1,57,0,0,1,0,1,1,0,0,1,"Independent",1
"4172",1,62,0,0,1,0,1,1,1,0,0,"Republican",0
"4173",1,62,0,0,1,0,1,0,1,0,0,"Republican",0
"4174",1,48,1,0,1,0,1,0,1,0,0,"Republican",0
"4175",1,69,0,0,1,0,0,0,1,0,0,"Republican",0
"4176",0,67,0,0,1,1,1,0,1,0,0,"Republican",0
"4177",1,33,1,0,0,0,1,0,1,0,0,"Republican",0
"4178",1,63,0,0,1,0,1,0,0,0,1,"Independent",0
"4179",1,76,0,0,1,0,1,1,1,0,0,"Republican",0
"4180",0,57,0,0,1,1,1,0,0,0,1,"Independent",1
"4181",1,57,0,0,1,0,1,0,0,1,0,"Democrat",1
"4183",1,63,1,0,1,0,1,0,1,0,0,"Republican",1
"4184",1,71,0,0,1,0,1,0,1,0,0,"Republican",0
"4185",1,69,0,0,1,0,0,0,0,1,0,"Democrat",1
"4186",1,67,0,0,1,0,1,0,1,0,0,"Republican",0
"4187",1,79,0,0,1,0,1,0,1,0,0,"Republican",0
"4188",1,85,0,0,1,0,0,0,1,0,0,"Republican",0
"4189",1,57,1,0,1,0,1,0,1,0,0,"Republican",0
"4190",1,59,1,0,0,0,0,1,0,0,1,"Independent",0
"4191",1,61,1,0,1,1,1,1,0,1,0,"Democrat",1
"4192",1,60,1,0,1,0,1,1,1,0,0,"Republican",0
"4193",1,50,1,0,1,0,0,0,0,1,0,"Democrat",1
"4194",1,54,0,0,1,0,1,1,1,0,0,"Republican",0
"4195",1,70,1,0,1,0,1,0,1,0,0,"Republican",0
"4196",1,64,0,0,1,0,0,1,0,0,1,"Independent",1
"4197",1,67,1,0,1,0,1,0,1,0,0,"Republican",0
"4200",1,67,0,0,1,0,1,0,0,1,0,"Democrat",1
"4201",1,67,1,0,1,0,1,0,0,0,1,"Independent",0
"4202",1,32,0,0,1,0,0,1,1,0,0,"Republican",0
"4203",1,73,1,0,1,0,1,0,0,1,0,"Democrat",1
"4204",1,59,1,0,1,1,1,0,0,1,0,"Democrat",1
"4206",1,54,1,0,1,0,0,0,0,1,0,"Democrat",1
"4207",1,78,0,0,1,1,0,0,0,1,0,"Democrat",1
"4208",1,64,0,0,0,0,0,1,0,0,1,"Independent",0
"4209",1,63,1,0,1,0,1,0,1,0,0,"Republican",0
"4211",1,32,0,0,1,0,0,0,1,0,0,"Republican",1
"4212",1,64,1,0,0,0,1,1,1,0,0,"Republican",0
"4214",1,64,0,0,1,0,1,0,1,0,0,"Republican",0
"4215",1,73,0,0,1,0,1,0,0,0,1,"Independent",0
"4216",1,51,0,0,1,0,0,NA,1,0,0,"Republican",0
"4217",1,58,1,0,1,0,1,0,1,0,0,"Republican",0
"4218",1,68,0,0,1,0,1,0,1,0,0,"Republican",0
"4219",0,30,1,0,1,0,1,0,0,0,1,"Independent",1
"4220",1,62,1,0,1,0,0,0,1,0,0,"Republican",0
"4221",1,51,0,0,1,0,0,1,0,0,1,"Independent",0
"4222",1,50,0,0,1,1,1,0,0,0,1,"Independent",0
"4223",1,55,1,0,1,1,0,1,0,1,0,"Democrat",1
"4225",0,58,1,0,1,1,0,1,1,0,0,"Republican",0
"4226",1,58,0,0,1,0,0,0,0,1,0,"Democrat",1
"4227",1,59,1,0,1,1,0,0,0,1,0,"Democrat",1
"4228",0,49,1,0,1,0,1,1,1,0,0,"Republican",0
"4230",1,64,0,0,1,0,1,1,0,1,0,"Democrat",1
"4231",1,57,0,0,1,0,0,1,0,1,0,"Democrat",1
"4232",1,65,1,0,1,1,0,0,0,1,0,"Democrat",1
"4233",1,44,0,0,1,0,1,1,0,0,1,"Independent",0
"4234",1,61,1,0,1,0,1,1,0,1,0,"Democrat",1
"4236",1,37,1,0,0,1,0,0,0,1,0,"Democrat",1
"4238",1,78,1,0,1,1,0,0,1,0,0,"Republican",0
"4239",1,62,1,0,1,1,0,0,0,0,1,"Independent",0
"4240",1,62,0,0,1,0,1,0,0,0,1,"Independent",1
"4241",1,70,1,0,1,0,1,0,0,1,0,"Democrat",1
"4242",1,57,1,0,1,0,1,1,0,1,0,"Democrat",0
"4243",0,33,0,0,1,1,0,1,0,1,0,"Democrat",1
"4244",0,19,1,0,0,1,0,0,0,0,1,"Independent",1
"4245",1,61,0,0,1,0,1,1,1,0,0,"Republican",0
"4246",1,72,1,0,1,0,1,0,1,0,0,"Republican",0
"4247",1,60,0,0,0,0,1,0,1,0,0,"Republican",0
"4248",1,64,1,0,0,0,1,0,0,1,0,"Democrat",1
"4250",1,59,1,0,1,1,1,1,0,1,0,"Democrat",1
"4251",1,65,0,0,0,0,1,0,1,0,0,"Republican",0
"4252",0,59,1,0,1,0,0,0,0,1,0,"Democrat",1
"4253",1,59,1,0,1,0,1,1,1,0,0,"Republican",0
"4254",1,49,1,0,1,1,1,1,0,0,1,"Independent",0
"4255",1,35,0,0,1,1,1,1,0,1,0,"Democrat",1
"4257",1,58,0,0,1,0,0,1,0,0,1,"Independent",0
"4258",1,64,0,0,1,0,1,1,0,1,0,"Democrat",1
"4259",1,66,0,0,0,0,0,0,1,0,0,"Republican",0
"4260",1,57,0,0,1,0,0,0,0,0,1,"Independent",0
"4261",1,64,0,0,1,0,1,0,0,1,0,"Democrat",1
"4263",1,48,0,0,1,0,1,1,0,0,1,"Independent",0
"4264",1,59,0,0,0,0,0,0,0,0,1,"Independent",0
"4265",1,43,1,0,1,0,0,1,1,0,0,"Republican",1
"4266",1,48,0,0,1,1,1,1,1,0,0,"Republican",0
"4268",1,64,1,0,1,0,0,1,0,0,1,"Independent",0
"4269",1,57,0,0,1,0,0,0,1,0,0,"Republican",0
"4270",1,75,0,0,1,1,1,0,1,0,0,"Republican",0
"4271",1,83,0,0,1,0,1,0,1,0,0,"Republican",0
"4272",1,62,1,0,1,0,0,0,0,0,1,"Independent",1
"4273",1,54,1,0,0,0,0,1,0,1,0,"Democrat",1
"4274",1,80,1,0,1,0,1,0,0,0,1,"Independent",1
"4275",1,53,0,0,1,0,1,1,1,0,0,"Republican",0
"4276",1,32,0,0,1,0,0,1,0,0,1,"Independent",0
"4277",1,70,1,0,0,0,1,0,1,0,0,"Republican",0
"4278",1,64,1,0,1,0,0,0,1,0,0,"Republican",0
"4279",1,64,1,0,1,0,0,0,0,1,0,"Democrat",1
"4280",1,68,0,0,0,1,0,0,0,1,0,"Democrat",1
"4282",1,63,0,0,1,0,1,0,1,0,0,"Republican",0
"4283",1,79,0,0,0,0,1,0,1,0,0,"Republican",0
"4284",0,64,1,0,1,0,0,0,0,1,0,"Democrat",0
"4285",1,62,0,0,1,0,0,0,0,0,1,"Independent",1
"4286",1,56,0,0,1,0,0,0,0,0,1,"Independent",1
"4287",1,62,0,0,1,0,1,0,0,1,0,"Democrat",1
"4288",1,49,1,0,1,0,0,1,0,0,1,"Independent",1
"4289",1,71,0,0,0,0,0,0,0,0,1,"Independent",0
"4290",1,52,0,0,1,0,1,1,0,0,1,"Independent",0
"4291",1,60,1,0,1,0,1,1,0,1,0,"Democrat",0
"4292",1,80,0,1,0,0,1,0,1,0,0,"Republican",0
"4293",1,45,1,0,1,0,0,1,0,0,1,"Independent",1
"4296",1,74,0,0,1,0,1,0,1,0,0,"Republican",0
"4297",1,52,0,0,1,0,1,1,0,1,0,"Democrat",1
"4298",1,67,0,0,1,1,1,0,0,0,1,"Independent",0
"4299",1,57,1,0,1,0,0,1,0,1,0,"Democrat",1
"4300",1,64,1,0,1,0,1,0,0,1,0,"Democrat",1
"4302",1,67,0,0,0,0,1,1,0,0,1,"Independent",0
"4303",1,73,0,0,0,0,1,0,0,1,0,"Democrat",0
"4304",1,79,1,0,1,0,0,1,1,0,0,"Republican",0
"4305",1,64,1,0,1,0,1,1,1,0,0,"Republican",0
"4306",1,58,1,0,1,0,0,1,0,1,0,"Democrat",1
"4307",1,59,0,0,1,0,1,1,0,1,0,"Democrat",1
"4309",1,62,1,0,1,0,1,0,0,0,1,"Independent",0
"4310",1,75,1,0,1,0,1,0,1,0,0,"Republican",0
"4311",1,60,0,0,1,0,0,0,0,1,0,"Democrat",1
"4313",1,70,0,0,0,0,1,0,1,0,0,"Republican",0
"4314",1,64,1,0,1,1,1,1,0,1,0,"Democrat",1
"4315",0,63,1,0,1,0,0,0,1,0,0,"Republican",0
"4316",1,23,1,0,1,0,0,0,1,0,0,"Republican",1
"4317",1,59,0,0,1,0,1,1,0,0,1,"Independent",1
"4318",1,53,1,0,1,0,1,0,0,0,1,"Independent",1
"4319",1,64,1,0,0,0,1,0,0,1,0,"Democrat",0
"4320",1,24,0,0,1,1,0,1,1,0,0,"Republican",0
"4321",1,55,0,0,1,0,1,1,0,0,1,"Independent",0
"4322",1,67,1,0,1,0,1,0,0,1,0,"Democrat",1
"4323",1,72,1,0,1,0,0,1,0,0,1,"Independent",0
"4324",1,50,1,0,1,0,0,0,1,0,0,"Republican",0
"4325",1,51,0,0,1,0,1,1,0,1,0,"Democrat",1
"4326",1,57,0,0,1,0,1,0,1,0,0,"Republican",0
"4327",1,83,1,0,1,0,0,0,1,0,0,"Republican",0
"4328",1,63,0,0,1,0,1,0,0,1,0,"Democrat",0
"4329",1,66,1,0,1,0,0,0,0,1,0,"Democrat",1
"4330",1,65,1,0,1,0,0,0,1,0,0,"Republican",0
"4331",1,72,1,0,1,0,1,0,0,1,0,"Democrat",1
"4332",1,84,1,0,1,0,1,0,0,1,0,"Democrat",1
"4333",1,75,1,0,0,0,0,0,1,0,0,"Republican",0
"4334",1,61,1,0,1,0,1,0,1,0,0,"Republican",0
"4336",1,60,1,0,1,1,0,0,0,1,0,"Democrat",1
"4337",1,59,1,0,1,0,1,1,0,1,0,"Democrat",1
"4338",1,57,1,0,1,0,0,0,0,0,1,"Independent",0
"4339",1,62,1,0,0,0,0,0,1,0,0,"Republican",0
"4340",1,84,1,0,1,0,1,0,1,0,0,"Republican",0
"4341",1,54,0,0,0,0,0,1,1,0,0,"Republican",0
"4342",1,60,1,0,1,0,1,0,0,1,0,"Democrat",1
"4343",1,43,1,0,0,0,1,0,0,0,1,"Independent",0
"4344",1,55,0,0,1,0,0,1,0,1,0,"Democrat",1
"4345",1,48,0,0,0,0,1,1,0,0,1,"Independent",0
"4346",1,82,1,0,1,0,0,0,0,0,1,"Independent",NA
"4347",1,61,0,0,1,1,1,1,1,0,0,"Republican",0
"4348",1,61,0,0,1,0,1,1,0,0,1,"Independent",1
"4349",1,75,1,0,1,1,0,0,1,0,0,"Republican",0
"4351",1,63,1,0,1,0,1,0,1,0,0,"Republican",0
"4352",1,57,0,0,1,0,1,1,0,1,0,"Democrat",1
"4353",1,71,1,0,1,0,1,0,1,0,0,"Republican",0
"4354",1,69,1,0,0,0,1,0,1,0,0,"Republican",0
"4355",1,64,1,0,1,0,1,1,0,0,1,"Independent",0
"4356",1,68,0,0,1,1,0,0,0,1,0,"Democrat",1
"4358",1,59,0,0,1,0,1,1,1,0,0,"Republican",0
"4359",1,81,0,0,0,0,1,0,0,0,1,"Independent",1
"4360",1,63,0,0,1,0,1,0,1,0,0,"Republican",0
"4361",1,57,0,0,1,0,0,1,1,0,0,"Republican",0
"4362",1,50,1,0,1,1,0,1,0,1,0,"Democrat",1
"4363",1,59,1,0,1,0,1,0,0,1,0,"Democrat",1
"4364",1,65,1,0,1,1,1,0,0,0,1,"Independent",0
"4365",1,53,0,0,1,0,1,0,0,0,1,"Independent",0
"4366",1,63,1,0,0,0,1,0,0,0,1,"Independent",0
"4367",1,63,1,0,1,0,0,0,1,0,0,"Republican",0
"4368",1,70,1,0,0,0,1,0,0,1,0,"Democrat",1
"4369",1,48,0,0,0,0,0,0,1,0,0,"Republican",0
"4370",1,50,1,0,1,1,1,0,0,1,0,"Democrat",1
"4371",1,57,1,0,1,0,0,0,0,1,0,"Democrat",1
"4372",1,62,1,0,1,0,1,0,0,1,0,"Democrat",1
"4373",1,74,1,0,1,0,0,0,0,1,0,"Democrat",1
"4374",1,73,0,0,0,0,0,0,0,0,1,"Independent",0
"4375",1,56,0,0,1,0,1,1,0,1,0,"Democrat",1
"4376",1,62,0,0,1,0,0,0,1,0,0,"Republican",0
"4377",1,70,1,0,1,0,1,0,1,0,0,"Republican",0
"4378",1,61,0,0,1,1,1,1,0,1,0,"Democrat",1
"4379",0,57,1,1,0,1,1,0,0,0,1,"Independent",1
"4380",1,34,0,0,1,1,1,1,0,1,0,"Democrat",1
"4381",1,64,1,0,0,0,1,1,1,0,0,"Republican",0
"4382",1,36,0,0,1,0,1,1,1,0,0,"Republican",0
"4383",1,54,1,0,1,0,0,0,0,0,1,"Independent",0
"4384",1,47,1,0,1,0,0,1,0,1,0,"Democrat",1
"4385",1,52,0,0,1,0,1,1,0,1,0,"Democrat",0
"4386",1,60,0,0,1,0,1,1,0,0,1,"Independent",0
"4387",1,81,1,0,0,0,1,0,1,0,0,"Republican",0
"4388",1,77,1,0,1,0,1,0,1,0,0,"Republican",0
"4389",1,39,0,0,1,0,0,0,0,0,1,"Independent",0
"4390",1,67,1,0,1,0,0,0,0,1,0,"Democrat",1
"4391",1,46,1,0,1,0,1,1,0,0,1,"Independent",1
"4392",1,55,0,0,1,0,1,1,1,0,0,"Republican",0
"4393",1,54,1,0,1,0,0,1,1,0,0,"Republican",0
"4394",1,65,0,0,0,0,0,0,0,0,1,"Independent",1
"4395",1,64,0,0,1,0,0,0,0,1,0,"Democrat",1
"4396",1,55,1,0,0,0,1,0,1,0,0,"Republican",0
"4397",1,65,1,0,1,0,1,0,0,0,1,"Independent",0
"4398",1,39,0,0,1,1,1,1,0,1,0,"Democrat",1
"4399",1,67,1,0,1,0,0,0,0,1,0,"Democrat",1
"4400",1,56,1,0,1,0,0,1,1,0,0,"Republican",0
"4401",1,58,0,0,1,0,0,1,1,0,0,"Republican",0
"4402",1,62,0,0,1,0,0,1,1,0,0,"Republican",0
"4403",1,63,0,0,1,0,1,1,1,0,0,"Republican",0
"4404",1,33,1,0,1,0,0,1,0,1,0,"Democrat",1
"4405",0,79,0,0,0,0,1,0,0,1,0,"Democrat",1
"4406",1,53,1,0,1,0,1,0,0,1,0,"Democrat",1
"4407",1,65,1,0,1,0,1,0,0,0,1,"Independent",1
"4408",1,46,1,0,1,0,1,1,1,0,0,"Republican",0
"4409",1,70,1,0,1,0,0,0,0,0,1,"Independent",1
"4410",1,56,0,0,1,0,1,0,0,0,1,"Independent",0
"4411",1,43,1,0,1,0,0,0,0,1,0,"Democrat",1
"4412",1,64,1,0,1,0,1,1,1,0,0,"Republican",0
"4413",1,49,1,0,1,0,0,0,0,1,0,"Democrat",1
"4414",1,64,1,0,0,0,0,0,1,0,0,"Republican",0
"4415",1,55,0,0,1,0,0,1,1,0,0,"Republican",0
"4416",1,54,0,0,1,1,1,0,1,0,0,"Republican",0
"4417",1,70,1,0,1,1,1,0,0,1,0,"Democrat",1
"4418",1,55,0,0,1,0,0,0,0,0,1,"Independent",0
"4419",1,53,1,0,1,0,1,0,0,0,1,"Independent",0
"4420",1,64,1,1,0,0,1,0,0,0,1,"Independent",0
"4421",1,69,1,0,1,0,1,1,1,0,0,"Republican",0
"4422",1,64,0,0,1,0,1,0,1,0,0,"Republican",0
"4423",1,62,1,0,1,0,1,0,1,0,0,"Republican",0
"4424",1,43,0,0,1,0,1,1,0,1,0,"Democrat",0
"4425",1,56,1,0,1,0,0,0,1,0,0,"Republican",0
"4426",1,75,1,0,1,1,1,0,0,1,0,"Democrat",1
"4427",1,64,1,0,1,1,0,0,0,1,0,"Democrat",1
"4428",1,59,1,0,1,1,1,0,0,0,1,"Independent",0
"4429",1,64,1,0,1,1,1,1,0,1,0,"Democrat",1
"4430",1,49,0,0,1,0,1,1,0,0,1,"Independent",0
"4431",1,76,1,0,1,0,0,0,1,0,0,"Republican",0
"4432",0,57,1,0,0,1,1,0,0,0,1,"Independent",1
"4433",0,41,1,0,0,0,0,0,1,0,0,"Republican",0
"4434",1,61,1,0,1,0,0,1,0,0,1,"Independent",1
"4435",1,75,1,0,0,1,0,0,1,0,0,"Republican",0
"4436",1,66,0,0,1,1,1,0,0,0,1,"Independent",1
"4437",1,56,0,0,1,0,1,1,1,0,0,"Republican",1
"4438",1,41,0,0,1,0,1,1,0,0,1,"Independent",1
"4439",1,50,1,0,1,0,1,0,1,0,0,"Republican",0
"4440",1,65,0,0,0,0,1,1,0,0,1,"Independent",0
"4441",1,34,1,0,0,0,0,0,0,1,0,"Democrat",1
"4442",1,58,1,0,1,1,0,0,0,1,0,"Democrat",1
"4443",1,62,0,0,1,0,1,1,1,0,0,"Republican",0
"4444",1,80,1,0,1,0,1,0,1,0,0,"Republican",0
"4445",1,71,0,0,0,0,1,0,1,0,0,"Republican",0
"4446",1,34,0,0,1,0,1,1,1,0,0,"Republican",0
"4447",1,69,1,0,1,0,0,0,1,0,0,"Republican",0
"4448",1,63,1,0,1,0,0,1,0,0,1,"Independent",1
"4449",1,64,0,0,1,0,1,1,0,0,1,"Independent",0
"4450",1,51,1,0,1,0,1,1,1,0,0,"Republican",0
"4452",1,72,1,0,1,0,0,0,1,0,0,"Republican",0
"4453",1,79,1,0,1,1,1,0,0,1,0,"Democrat",1
"4454",1,43,1,0,0,0,1,0,1,0,0,"Republican",0
"4455",1,32,1,1,0,0,0,0,1,0,0,"Republican",0
"4457",1,48,0,0,1,0,1,1,1,0,0,"Republican",0
"4458",1,54,1,0,1,0,1,1,0,0,1,"Independent",0
"4459",1,63,1,0,1,0,1,0,1,0,0,"Republican",0
"4460",1,57,0,0,1,0,1,0,1,0,0,"Republican",0
"4461",1,69,1,0,0,0,1,0,1,0,0,"Republican",0
"4462",1,73,1,0,0,0,0,0,1,0,0,"Republican",0
"4463",1,68,1,0,1,0,0,0,1,0,0,"Republican",0
"4464",1,38,0,0,1,1,1,1,0,0,1,"Independent",0
"4465",1,35,0,0,1,0,0,1,0,0,1,"Independent",0
"4466",1,70,1,0,1,0,0,0,0,1,0,"Democrat",1
"4467",1,63,0,0,1,0,0,1,0,0,1,"Independent",0
"4468",1,72,0,0,1,0,1,0,1,0,0,"Republican",0
"4469",1,72,1,0,1,0,1,0,1,0,0,"Republican",0
"4470",0,52,0,0,1,1,1,1,0,0,1,"Independent",1
"4471",1,53,1,0,1,0,1,1,1,0,0,"Republican",0
"4473",1,36,0,0,0,0,1,1,1,0,0,"Republican",0
"4475",1,65,1,0,1,1,1,0,0,1,0,"Democrat",1
"4476",1,42,1,0,1,0,0,0,1,0,0,"Republican",0
"4477",1,64,0,0,1,1,1,1,0,0,1,"Independent",0
"4478",1,86,1,0,0,0,0,0,0,0,1,"Independent",1
"4479",1,58,1,0,1,1,1,1,0,1,0,"Democrat",1
"4480",1,60,0,0,0,0,0,0,0,0,1,"Independent",0
"4481",1,57,0,0,1,0,1,1,1,0,0,"Republican",0
"4482",1,56,1,0,1,1,1,0,0,1,0,"Democrat",1
"4483",1,57,1,0,1,0,0,0,1,0,0,"Republican",0
"4484",1,36,1,0,0,0,1,1,0,0,1,"Independent",0
"4485",1,80,0,0,0,0,1,0,0,0,1,"Independent",0
"4486",1,62,0,0,1,0,1,1,0,0,1,"Independent",1
